#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-03-09-10-21-12
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1357444163.159562	Cdp2Kvycar6LkAKmi	172.16.253.130	1191	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444174.150027	CZK9cp1t4mYQ7iSreb	172.16.253.130	1192	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444175.375758	CJui0l4ffgrpnOM603	172.16.253.130	1193	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444176.591893	CVI3Gk1HLHqsXi3wO1	172.16.253.130	1194	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444187.579112	CtuvU04BiVbGI7Swxf	172.16.253.130	1195	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444188.796606	CNKgm540yHLdhbDMt1	172.16.253.130	1196	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444189.999601	CZqMLf2clyGU23oeqj	172.16.253.130	1197	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444191.240017	Czyzxu2xhCaDFkuK06	172.16.253.130	1198	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444202.218081	CaaamaTxnfOxxpo5h	172.16.253.130	1199	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444203.443590	CvUxVTfpdO4Fpugse	172.16.253.130	1200	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444204.660826	CjTd0q9EUdifGFmna	172.16.253.130	1201	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444205.874207	CAUSb211rYod9amwal	172.16.253.130	1202	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444207.092379	CPbirKPFtJEqkYfgf	172.16.253.130	1203	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444208.313463	CPMqI83WvoJMhssHH8	172.16.253.130	1204	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444209.548424	C9SJSq1JtWSDJTZIM2	172.16.253.130	1205	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444210.749652	C3vaK418HGveq34b1l	172.16.253.130	1206	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444211.966472	CSBgYi31XLwxDIx4f5	172.16.253.130	1207	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444222.939717	C57Hte1W3VnD2ozT7c	172.16.253.130	1208	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444224.111894	Cpr1q11hCVGB42YqI7	172.16.253.130	1209	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444225.271584	CbOGMWMakDFJMUiNl	172.16.253.130	1210	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444226.424699	C3aLyM26WJ7DHWH2h1	172.16.253.130	1211	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444227.597816	CliAFQ1hVDbriukEFe	172.16.253.130	1212	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444228.751594	ClONRw36KmflNcDn1f	172.16.253.130	1213	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444229.924445	CZcIwB3Zzwqrje0jV	172.16.253.130	1214	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444231.081561	CfHC0M1znSJxt8pG2k	172.16.253.130	1215	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444232.252284	C4UF6p2axS3nJ8UoD6	172.16.253.130	1216	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444233.409380	CK9OLIj7P02Yocli6	172.16.253.130	1217	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444234.564516	CyfufEEQZrSWRRJnk	172.16.253.130	1218	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444235.721231	CGtUCt2SyFKkVhbWB2	172.16.253.130	1219	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444236.894526	C6YJ282fkHb5UYBLZf	172.16.253.130	1220	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444238.049871	CecUGO30X0vzryKWkg	172.16.253.130	1221	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444239.234085	CshvbT39xOKx4LDKg2	172.16.253.130	1222	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444240.394251	CWG5y325wd1A7hSrt4	172.16.253.130	1223	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444241.551592	CPILYI1MCqwZKvzdnc	172.16.253.130	1224	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444242.735192	CrouSz4vtOtbKFb7Jc	172.16.253.130	1225	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444253.730454	Cfw0mE1aw0nDa5J8Kg	172.16.253.130	1226	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444254.878093	CNQL163VzNhKSSquR8	172.16.253.130	1227	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444265.876689	CTZ9TekBlr2MgpNv8	172.16.253.130	1228	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444267.034594	C9YCda7GySkZGvP5h	172.16.253.130	1229	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444278.035978	CXxdHa3MFPJtbgqyw9	172.16.253.130	1230	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444279.192096	CoZqu5XMzZ2p2Juph	172.16.253.130	1231	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444290.192173	CGaZHW2yK6pepAHTKh	172.16.253.130	1232	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444301.194051	CM9WTh2pKuMS9gdd	172.16.253.130	1233	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444302.375890	CcgYOs4yhTisBnd7j5	172.16.253.130	1234	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444303.547434	C0ooRB1hYp13ZZNAX4	172.16.253.130	1235	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444304.729701	CM2xix1MEwnaSdYMyd	172.16.253.130	1236	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444305.877400	CmNSnx4od01Yexk1qf	172.16.253.130	1237	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444307.033213	CPvXdZ3R7NyC0qTT12	172.16.253.130	1238	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444308.189629	CfVQui2EDacx3LN0H1	172.16.253.130	1239	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444309.356714	CDJc5e2X8jJjF9PUKf	172.16.253.130	1240	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444310.517651	CnTED34VaaBo0R1GS5	172.16.253.130	1241	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444311.690230	C1zEXQuH447CXLkij	172.16.253.130	1242	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444312.847204	CZxnmx25wJfIQ4h1Dj	172.16.253.130	1243	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444323.844405	CHKQOB2ulApLdKLZx5	172.16.253.130	1244	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444334.846052	C7fXN22QHOvIWztKSd	172.16.253.130	1245	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444336.006199	CRMR8J3r8dD0AibOde	172.16.253.130	1246	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444347.001784	CNGbFN3uY9OR0Yjp8	172.16.253.130	1247	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444348.174307	CfFIhY1AycKTBhQbPk	172.16.253.130	1248	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444349.331618	CBHaoN2l0QXtdsBmr7	172.16.253.130	1249	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444350.524936	CTg3K614evYXXTsb67	172.16.253.130	1250	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444361.487384	CVbsf21pgepHKPnnal	172.16.253.130	1251	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444362.642911	C1ZOSR2JL2UVGMotCi	172.16.253.130	1252	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444363.799477	CcDFYg3mUxObtGvHIa	172.16.253.130	1253	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444364.971628	CaaU4qP4Yr0MxTNma	172.16.253.130	1254	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444366.127728	CM9cslWElWohVpnYi	172.16.253.130	1255	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444367.284129	C2QqBl34mjqO0rUn74	172.16.253.130	1256	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444368.441219	CEOdkh1H1QQmIL020c	172.16.253.130	1257	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444369.596184	C8SMs84Cbs24Hm2Jlc	172.16.253.130	1258	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444370.768038	CCTj8d4ZyJU34O7HL3	172.16.253.130	1259	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444371.939641	Ce7MEc1AwSxbBgReab	172.16.253.130	1260	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444373.128368	C1xPBf4NQY6ifmFih3	172.16.253.130	1261	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444374.286321	C55joo1GJq15xPGTV2	172.16.253.130	1262	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444375.456535	C9VINj1fjxCprPADvb	172.16.253.130	1263	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444376.609278	CTmkck4DIi4Y3kRd3a	172.16.253.130	1264	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444377.775798	Cd2kqzERfgG6HUmXh	172.16.253.130	1265	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444378.926479	CLDVnq3Fb4C2B3kTii	172.16.253.130	1266	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444389.939330	CJYMWu3knUHhQX2HH9	172.16.253.130	1267	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444391.097655	CNupRu4mULwYk3Qb8	172.16.253.130	1268	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444392.252606	CMeGsYJWfpclAnXzl	172.16.253.130	1269	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444393.424214	C06LbF2gC27haetQUl	172.16.253.130	1270	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444404.423085	CmhpBJ2nNz38qHyWQ7	172.16.253.130	1271	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444415.409702	CEz7Fy3yEB3vRbzf31	172.16.253.130	1272	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444416.563855	CkRmgS19RKsUU54zI	172.16.253.130	1273	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444417.720301	CSETNN16eYQupiGANe	172.16.253.130	1274	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444418.883979	C2sv7D3cc1MQkK7nL4	172.16.253.130	1275	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444420.033824	CLVIZH1nNMca6ekODc	172.16.253.130	1276	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444421.189845	CbB2bz4yfMbZz8VHZc	172.16.253.130	1277	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444422.345841	ClSKND4Z22MloS7tp4	172.16.253.130	1278	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444433.345801	CFsXmD1VxtSTYpP7wg	172.16.253.130	1279	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444434.502804	Cj6wj73MlCvUOs29C8	172.16.253.130	1280	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444435.672686	CdfvsgrknCPcBZrg8	172.16.253.130	1281	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444436.849388	CZtYMbqkk6B9hDORg	172.16.253.130	1282	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444518.053692	CrvBYPfRNNcxqvVyj	172.16.253.130	1289	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444524.830279	CPTdwLn8pWE2Qdhp9	172.16.253.130	1290	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444525.993431	CUOgK8qiOtk8n1yjh	172.16.253.130	1291	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444527.145098	C4UNg43y08u4Z2tS39	172.16.253.130	1292	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444528.314624	CeYqgp4pqOfdKKyOn5	172.16.253.130	1293	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444529.472087	Ce6g1y108fCNtCai25	172.16.253.130	1294	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444530.626265	Cuuost13BAhsDAN9Cd	172.16.253.130	1295	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444531.786248	CULlPt4wR0B4Am9pQi	172.16.253.130	1296	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444542.791965	CefFwo4LlEzsS84Ca	172.16.253.130	1297	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444553.782926	CAFmki16roKRCI5mJb	172.16.253.130	1300	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444554.940057	CMZkb94br7jwXy835c	172.16.253.130	1301	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1357444556.098137	CKKRQd4kaNGK10IGt3	172.16.253.130	1302	184.22.41.10	80	1	GET	184.22.41.10	/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
