index,date,district,BIndex
1641,2015-06-02,北區,6.6
1642,2015-06-02,北門區,0.0
1643,2015-06-02,南區,11.5
1644,2015-06-02,學甲區,4.0
1645,2015-06-02,安南區,2.0
1646,2015-06-02,安平區,4.0
1647,2015-06-02,官田區,2.0
1648,2015-06-02,後壁區,0.0
1649,2015-06-02,新營區,0.0
1650,2015-06-02,東區,5.333333333333333
1651,2015-06-02,歸仁區,0.0
1652,2015-06-02,永康區,7.5
1653,2015-06-02,西港區,2.0
1654,2015-06-20,北區,12.666666666666664
1655,2015-06-21,北區,8.0
1656,2015-06-22,七股區,0.0
1657,2015-06-22,下營區,0.0
1658,2015-06-22,中西區,5.0
1659,2015-06-22,北區,0.6666666666666666
1660,2015-06-22,南區,3.333333333333333
1661,2015-06-22,安南區,3.5
1662,2015-06-22,安平區,4.0
1663,2015-06-22,山上區,0.0
1664,2015-06-22,左鎮區,0.0
1665,2015-06-22,新化區,0.0
1666,2015-06-22,新市區,0.0
1667,2015-06-22,東區,3.0
1668,2015-06-22,永康區,5.333333333333333
1669,2015-06-22,龍崎區,0.0
1670,2015-06-23,中西區,6.0
1671,2015-06-23,六甲區,0.0
1672,2015-06-23,北區,4.0
1673,2015-06-23,北門區,0.0
1674,2015-06-23,南區,8.0
1675,2015-06-23,安南區,2.0
1676,2015-06-23,安定區,0.0
1677,2015-06-23,安平區,0.6666666666666666
1678,2015-06-23,左鎮區,2.0
1679,2015-06-23,東區,2.333333333333333
1680,2015-06-23,永康區,5.0
1681,2015-06-23,龍崎區,0.0
1682,2015-06-24,中西區,5.333333333333333
1683,2015-06-24,佳里區,0.0
1684,2015-06-24,六甲區,0.0
1685,2015-06-24,北區,2.0
1686,2015-06-24,南區,2.4
1687,2015-06-24,安南區,6.666666666666668
1688,2015-06-24,安平區,2.0
1689,2015-06-24,新化區,2.0
1690,2015-06-24,東區,2.25
1691,2015-06-24,永康區,6.5
1692,2015-06-24,玉井區,0.0
1693,2015-06-24,西港區,1.0
1694,2015-06-25,下營區,0.0
1695,2015-06-25,中西區,5.0
1696,2015-06-25,北區,0.0
1697,2015-06-25,南區,5.0
1698,2015-06-25,安南區,2.0
1699,2015-06-25,安平區,2.0
1700,2015-06-25,山上區,0.0
1701,2015-06-25,東區,3.0
1702,2015-06-25,永康區,4.4
1703,2015-06-26,中西區,6.0
1704,2015-06-26,北區,0.0
1705,2015-06-26,南區,6.666666666666668
1706,2015-06-26,安南區,4.0
1707,2015-06-26,安平區,2.0
1708,2015-06-26,東區,5.0
1709,2015-06-26,永康區,7.0
1710,2015-06-27,東區,7.0
1711,2015-06-28,北區,0.0
1712,2015-06-29,中西區,10.0
1713,2015-06-29,北區,3.0
1714,2015-06-29,南區,2.0
1715,2015-06-29,安南區,2.0
1716,2015-06-29,安平區,0.0
1717,2015-06-29,東區,2.5
1718,2015-06-29,永康區,8.0
1719,2015-06-03,七股區,0.0
1720,2015-06-03,中西區,8.666666666666666
1721,2015-06-03,佳里區,0.0
1722,2015-06-03,北區,5.75
1723,2015-06-03,南化區,0.0
1724,2015-06-03,南區,8.0
1725,2015-06-03,安南區,7.0
1726,2015-06-03,安平區,3.0
1727,2015-06-03,將軍區,3.0
1728,2015-06-03,山上區,0.0
1729,2015-06-03,新營區,2.0
1730,2015-06-03,東區,7.6
1731,2015-06-03,永康區,8.0
1732,2015-06-03,玉井區,0.0
1733,2015-06-03,麻豆區,2.0
1734,2015-06-30,七股區,0.0
1735,2015-06-30,中西區,7.5
1736,2015-06-30,北區,1.3333333333333333
1737,2015-06-30,南區,8.5
1738,2015-06-30,安南區,3.0
1739,2015-06-30,安平區,1.0
1740,2015-06-30,東區,5.0
1741,2015-06-30,永康區,4.5
1742,2015-06-04,北區,3.5
1743,2015-06-04,南區,12.0
1744,2015-06-04,善化區,0.0
1745,2015-06-04,安南區,8.0
1746,2015-06-04,安平區,3.0
1747,2015-06-04,官田區,2.0
1748,2015-06-04,將軍區,2.0
1749,2015-06-04,東區,10.0
1750,2015-06-04,柳營區,0.0
1751,2015-06-04,歸仁區,0.0
1752,2015-06-04,永康區,9.0
1753,2015-06-04,關廟區,14.0
1754,2015-06-05,中西區,8.5
1755,2015-06-05,仁德區,0.0
1756,2015-06-05,北區,5.0
1757,2015-06-05,南區,6.0
1758,2015-06-05,安南區,5.0
1759,2015-06-05,安平區,4.0
1760,2015-06-05,新化區,0.0
1761,2015-06-05,東區,16.5
1762,2015-06-05,柳營區,0.0
1763,2015-06-05,永康區,8.666666666666666
1764,2015-06-05,白河區,1.0
1765,2015-06-05,麻豆區,2.0
1766,2015-06-06,北區,38.0
1767,2015-06-07,安定區,0.0
1768,2015-06-07,官田區,2.0
1769,2015-06-08,七股區,0.0
1770,2015-06-08,中西區,10.5
1771,2015-06-08,北區,2.333333333333333
1772,2015-06-08,北門區,0.0
1773,2015-06-08,南區,5.5
1774,2015-06-08,大內區,0.0
1775,2015-06-08,安南區,8.0
1776,2015-06-08,安定區,0.0
1777,2015-06-08,安平區,2.0
1778,2015-06-08,官田區,2.0
1779,2015-06-08,將軍區,0.0
1780,2015-06-08,山上區,0.0
1781,2015-06-08,新化區,0.0
1782,2015-06-08,東區,6.5
1783,2015-06-08,柳營區,0.0
1784,2015-06-08,楠西區,0.0
1785,2015-06-08,永康區,3.333333333333333
1786,2015-06-08,玉井區,0.0
1787,2015-06-08,白河區,0.0
1788,2015-06-08,龍崎區,0.0
1789,2015-06-09,中西區,2.5
1790,2015-06-09,北區,8.0
1791,2015-06-09,南化區,0.0
1792,2015-06-09,南區,12.0
1793,2015-06-09,善化區,4.0
1794,2015-06-09,大內區,0.0
1795,2015-06-09,安南區,4.5
1796,2015-06-09,安平區,1.0
1797,2015-06-09,左鎮區,6.0
1798,2015-06-09,新市區,0.0
1799,2015-06-09,東區,2.0
1800,2015-06-09,楠西區,0.0
1801,2015-06-09,永康區,13.5
1802,2015-06-09,龍崎區,0.0
1803,2015-07-01,中西區,5.333333333333333
1804,2015-07-01,佳里區,2.0
1805,2015-07-01,北區,3.6666666666666665
1806,2015-07-01,南區,3.5
1807,2015-07-01,安南區,1.0
1808,2015-07-01,安定區,0.0
1809,2015-07-01,安平區,1.0
1810,2015-07-01,將軍區,0.0
1811,2015-07-01,新營區,3.0
1812,2015-07-01,東區,2.6666666666666665
1813,2015-07-01,永康區,5.0
1814,2015-07-01,麻豆區,0.0
1815,2015-07-10,北區,12.0
1816,2015-07-10,南化區,0.0
1817,2015-07-10,大內區,0.0
1818,2015-07-10,安南區,4.0
1819,2015-07-10,安定區,0.0
1820,2015-07-10,新化區,0.0
1821,2015-07-10,永康區,6.0
1822,2015-07-10,麻豆區,6.0
1823,2015-07-10,龍崎區,0.0
1824,2015-07-11,七股區,2.0
1825,2015-07-11,下營區,0.0
1826,2015-07-11,中西區,5.6
1827,2015-07-11,仁德區,0.0
1828,2015-07-11,六甲區,0.0
1829,2015-07-11,安平區,0.0
1830,2015-07-11,官田區,2.0
1831,2015-07-11,山上區,3.0
1832,2015-07-11,新市區,0.0
1833,2015-07-11,新營區,0.0
1834,2015-07-11,楠西區,0.0
1835,2015-07-11,歸仁區,0.0
1836,2015-07-11,西港區,2.0
1837,2015-07-11,鹽水區,0.0
1838,2015-07-11,麻豆區,0.0
1839,2015-07-12,安南區,11.5
1840,2015-07-13,中西區,3.0
1841,2015-07-13,仁德區,0.0
1842,2015-07-13,北區,6.8
1843,2015-07-13,南區,3.5
1844,2015-07-13,大內區,0.0
1845,2015-07-13,安平區,6.0
1846,2015-07-13,官田區,2.0
1847,2015-07-13,將軍區,6.0
1848,2015-07-13,新市區,0.0
1849,2015-07-13,東區,1.0
1850,2015-07-13,楠西區,4.0
1851,2015-07-13,永康區,8.0
1852,2015-07-13,白河區,0.0
1853,2015-07-14,下營區,0.0
1854,2015-07-14,中西區,10.5
1855,2015-07-14,仁德區,0.0
1856,2015-07-14,六甲區,2.0
1857,2015-07-14,北區,7.2
1858,2015-07-14,北門區,0.0
1859,2015-07-14,南區,5.5
1860,2015-07-14,大內區,0.0
1861,2015-07-14,安南區,8.333333333333334
1862,2015-07-14,安平區,12.5
1863,2015-07-14,新化區,0.0
1864,2015-07-14,東區,8.0
1865,2015-07-14,東山區,0.0
1866,2015-07-14,柳營區,0.0
1867,2015-07-14,永康區,2.0
1868,2015-07-14,玉井區,0.0
1869,2015-07-15,七股區,0.0
1870,2015-07-15,中西區,14.0
1871,2015-07-15,佳里區,3.0
1872,2015-07-15,北區,12.0
1873,2015-07-15,南區,4.5
1874,2015-07-15,安南區,7.5
1875,2015-07-15,安定區,0.0
1876,2015-07-15,安平區,4.0
1877,2015-07-15,官田區,0.0
1878,2015-07-15,將軍區,4.0
1879,2015-07-15,新化區,0.0
1880,2015-07-15,東區,16.0
1881,2015-07-15,東山區,0.0
1882,2015-07-15,永康區,8.666666666666666
1883,2015-07-15,玉井區,0.0
1884,2015-07-15,麻豆區,8.0
1885,2015-07-16,中西區,8.0
1886,2015-07-16,北區,0.5
1887,2015-07-16,南化區,0.0
1888,2015-07-16,南區,8.0
1889,2015-07-16,善化區,0.0
1890,2015-07-16,學甲區,4.0
1891,2015-07-16,安南區,4.0
1892,2015-07-16,安平區,2.0
1893,2015-07-16,後壁區,0.6666666666666666
1894,2015-07-16,新市區,2.0
1895,2015-07-16,東區,7.0
1896,2015-07-16,東山區,0.0
1897,2015-07-16,楠西區,0.0
1898,2015-07-16,永康區,4.8
1899,2015-07-16,關廟區,2.0
1900,2015-07-16,麻豆區,0.0
1901,2015-07-17,七股區,0.0
1902,2015-07-17,下營區,0.0
1903,2015-07-17,中西區,8.666666666666666
1904,2015-07-17,仁德區,8.0
1905,2015-07-17,北區,2.5
1906,2015-07-17,北門區,0.0
1907,2015-07-17,南區,6.0
1908,2015-07-17,大內區,16.0
1909,2015-07-17,安南區,19.0
1910,2015-07-17,安定區,0.0
1911,2015-07-17,安平區,4.0
1912,2015-07-17,官田區,2.0
1913,2015-07-17,後壁區,0.0
1914,2015-07-17,東區,14.0
1915,2015-07-17,永康區,8.333333333333334
1916,2015-07-17,西港區,0.0
1917,2015-07-18,北區,2.5
1918,2015-07-18,南化區,0.0
1919,2015-07-18,安南區,2.5
1920,2015-07-18,安平區,0.0
1921,2015-07-18,山上區,2.0
1922,2015-07-18,左鎮區,2.0
1923,2015-07-18,歸仁區,2.0
1924,2015-07-19,北區,19.0
1925,2015-07-19,安南區,2.0
1926,2015-07-19,安定區,2.0
1927,2015-07-19,永康區,4.0
1928,2015-07-02,中西區,6.0
1929,2015-07-02,北區,0.0
1930,2015-07-02,南區,4.0
1931,2015-07-02,安南區,5.0
1932,2015-07-02,安定區,28.0
1933,2015-07-02,安平區,2.0
1934,2015-07-02,將軍區,0.0
1935,2015-07-02,山上區,0.0
1936,2015-07-02,新市區,0.0
1937,2015-07-02,新營區,3.0
1938,2015-07-02,東區,5.0
1939,2015-07-02,柳營區,0.0
1940,2015-07-02,歸仁區,0.0
1941,2015-07-02,永康區,6.0
1942,2015-07-02,西港區,4.0
1943,2015-07-02,關廟區,2.0
1944,2015-07-02,麻豆區,2.0
1945,2015-07-20,中西區,4.5
1946,2015-07-20,六甲區,0.0
1947,2015-07-20,北區,10.666666666666666
1948,2015-07-20,南化區,0.0
1949,2015-07-20,南區,7.333333333333332
1950,2015-07-20,學甲區,2.0
1951,2015-07-20,安南區,7.666666666666668
1952,2015-07-20,安定區,0.0
1953,2015-07-20,安平區,2.0
1954,2015-07-20,新化區,13.0
1955,2015-07-20,東區,8.5
1956,2015-07-20,東山區,0.0
1957,2015-07-20,楠西區,0.0
1958,2015-07-20,永康區,5.5
1959,2015-07-21,中西區,8.5
1960,2015-07-21,仁德區,2.0
1961,2015-07-21,六甲區,2.0
1962,2015-07-21,北區,11.25
1963,2015-07-21,北門區,0.0
1964,2015-07-21,南化區,0.0
1965,2015-07-21,南區,8.0
1966,2015-07-21,安南區,4.0
1967,2015-07-21,安平區,10.0
1968,2015-07-21,山上區,0.0
1969,2015-07-21,東區,6.5
1970,2015-07-21,永康區,12.5
1971,2015-07-21,玉井區,0.0
1972,2015-07-21,關廟區,4.0
1973,2015-07-22,中西區,8.0
1974,2015-07-22,佳里區,3.0
1975,2015-07-22,六甲區,8.0
1976,2015-07-22,北區,6.6
1977,2015-07-22,南區,0.0
1978,2015-07-22,安南區,5.0
1979,2015-07-22,安平區,4.0
1980,2015-07-22,左鎮區,2.0
1981,2015-07-22,後壁區,0.0
1982,2015-07-22,東區,9.333333333333334
1983,2015-07-22,東山區,0.0
1984,2015-07-22,歸仁區,0.0
1985,2015-07-22,永康區,9.0
1986,2015-07-22,西港區,9.0
1987,2015-07-23,七股區,0.0
1988,2015-07-23,中西區,15.0
1989,2015-07-23,佳里區,2.0
1990,2015-07-23,北區,23.25
1991,2015-07-23,學甲區,4.0
1992,2015-07-23,安南區,3.333333333333333
1993,2015-07-23,安平區,1.0
1994,2015-07-23,左鎮區,1.0
1995,2015-07-23,新市區,0.0
1996,2015-07-23,歸仁區,0.0
1997,2015-07-24,下營區,0.0
1998,2015-07-24,中西區,13.0
1999,2015-07-24,仁德區,1.0
2000,2015-07-24,北區,16.0
2001,2015-07-24,南區,14.0
2002,2015-07-24,安南區,0.6666666666666666
2003,2015-07-24,安定區,12.0
2004,2015-07-24,安平區,5.0
2005,2015-07-24,山上區,2.0
2006,2015-07-24,東區,16.0
2007,2015-07-24,永康區,7.5
2008,2015-07-24,玉井區,0.0
2009,2015-07-24,關廟區,4.0
2010,2015-07-25,中西區,5.333333333333333
2011,2015-07-25,北區,11.0
2012,2015-07-25,南區,13.0
2013,2015-07-25,歸仁區,14.0
2014,2015-07-26,中西區,12.0
2015,2015-07-26,北區,12.8
2016,2015-07-26,南區,4.0
2017,2015-07-26,左鎮區,0.0
2018,2015-07-27,七股區,0.0
2019,2015-07-27,中西區,4.0
2020,2015-07-27,北區,14.0
2021,2015-07-27,南區,5.666666666666668
2022,2015-07-27,安南區,2.0
2023,2015-07-27,安定區,2.0
2024,2015-07-27,安平區,3.0
2025,2015-07-27,官田區,1.0
2026,2015-07-27,山上區,2.0
2027,2015-07-27,東區,5.333333333333333
2028,2015-07-27,永康區,6.333333333333332
2029,2015-07-27,關廟區,5.0
2030,2015-07-28,中西區,11.0
2031,2015-07-28,仁德區,1.0
2032,2015-07-28,北區,6.2727272727272725
2033,2015-07-28,北門區,0.0
2034,2015-07-28,南區,1.3333333333333333
2035,2015-07-28,學甲區,2.0
2036,2015-07-28,安南區,1.3333333333333333
2037,2015-07-28,安平區,4.0
2038,2015-07-28,官田區,3.5
2039,2015-07-28,山上區,3.0
2040,2015-07-28,新化區,2.5
2041,2015-07-28,東區,6.666666666666668
2042,2015-07-28,永康區,3.6666666666666665
2043,2015-07-28,關廟區,5.0
2044,2015-07-29,中西區,7.6
2045,2015-07-29,北區,2.6666666666666665
2046,2015-07-29,南區,11.75
2047,2015-07-29,安南區,12.5
2048,2015-07-29,安平區,2.0
2049,2015-07-29,官田區,4.0
2050,2015-07-29,東區,4.5
2051,2015-07-29,永康區,6.0
2052,2015-07-03,七股區,0.0
2053,2015-07-03,中西區,22.0
2054,2015-07-03,仁德區,1.5
2055,2015-07-03,北區,5.166666666666667
2056,2015-07-03,南化區,0.0
2057,2015-07-03,南區,3.5
2058,2015-07-03,善化區,0.0
2059,2015-07-03,安南區,11.0
2060,2015-07-03,將軍區,4.0
2061,2015-07-03,東區,6.666666666666668
2062,2015-07-03,柳營區,0.0
2063,2015-07-03,永康區,9.0
2064,2015-07-03,玉井區,0.0
2065,2015-07-03,西港區,2.0
2066,2015-07-30,中西區,15.0
2067,2015-07-30,六甲區,2.5
2068,2015-07-30,北區,8.0
2069,2015-07-30,南區,12.25
2070,2015-07-30,安南區,3.6666666666666665
2071,2015-07-30,安平區,1.0
2072,2015-07-30,東區,17.0
2073,2015-07-30,楠西區,2.0
2074,2015-07-30,永康區,4.0
2075,2015-07-31,中西區,7.8
2076,2015-07-31,六甲區,5.0
2077,2015-07-31,北區,2.5
2078,2015-07-31,南區,5.0
2079,2015-07-31,安南區,2.333333333333333
2080,2015-07-31,安平區,11.666666666666664
2081,2015-07-31,將軍區,0.625
2082,2015-07-31,東區,14.666666666666664
2083,2015-07-31,永康區,7.333333333333332
2084,2015-07-04,中西區,3.0
2085,2015-07-04,北區,16.0
2086,2015-07-04,北門區,0.0
2087,2015-07-04,歸仁區,0.0
2088,2015-07-05,佳里區,0.0
2089,2015-07-05,北區,7.0
2090,2015-07-05,左鎮區,0.0
2091,2015-07-06,七股區,0.0
2092,2015-07-06,中西區,4.5
2093,2015-07-06,北區,2.75
2094,2015-07-06,南區,5.5
2095,2015-07-06,學甲區,0.0
2096,2015-07-06,安南區,3.333333333333333
2097,2015-07-06,安平區,0.0
2098,2015-07-06,官田區,2.0
2099,2015-07-06,左鎮區,0.0
2100,2015-07-06,東區,3.0
2101,2015-07-06,永康區,9.0
2102,2015-07-06,白河區,0.0
2103,2015-07-06,鹽水區,0.0
2104,2015-07-06,龍崎區,0.0
2105,2015-07-07,下營區,0.0
2106,2015-07-07,中西區,4.0
2107,2015-07-07,北區,4.666666666666667
2108,2015-07-07,北門區,0.0
2109,2015-07-07,南區,3.6666666666666665
2110,2015-07-07,善化區,0.0
2111,2015-07-07,學甲區,0.0
2112,2015-07-07,安南區,2.0
2113,2015-07-07,安平區,5.0
2114,2015-07-07,山上區,0.0
2115,2015-07-07,東區,1.5
2116,2015-07-07,永康區,8.4
2117,2015-07-07,西港區,0.0
2118,2015-07-07,關廟區,0.0
2119,2015-07-07,龍崎區,0.0
2120,2015-07-08,下營區,2.0
2121,2015-07-08,佳里區,0.0
2122,2015-07-08,六甲區,0.0
2123,2015-07-08,北區,12.5
2124,2015-07-08,大內區,2.0
2125,2015-07-08,安南區,7.0
2126,2015-07-08,新市區,0.0
2127,2015-07-08,新營區,0.0
2128,2015-07-08,東區,0.0
2129,2015-07-08,永康區,3.333333333333333
2130,2015-07-09,中西區,7.0
2131,2015-07-09,北區,7.25
2132,2015-07-09,南區,4.5
2133,2015-07-09,善化區,6.0
2134,2015-07-09,大內區,0.0
2135,2015-07-09,學甲區,4.0
2136,2015-07-09,安南區,11.0
2137,2015-07-09,安平區,0.0
2138,2015-07-09,官田區,2.0
2139,2015-07-09,新化區,0.0
2140,2015-07-09,東區,1.0
2141,2015-07-09,柳營區,0.0
2142,2015-07-09,永康區,6.0
2143,2015-07-09,玉井區,0.0
2144,2015-07-09,鹽水區,0.0
2145,2015-07-09,龍崎區,0.0
2146,2015-08-01,中西區,7.0
2147,2015-08-01,仁德區,9.0
2148,2015-08-01,北區,4.666666666666667
2149,2015-08-01,南區,3.0
2150,2015-08-01,安定區,1.5
2151,2015-08-01,安平區,3.0
2152,2015-08-01,後壁區,0.0
2153,2015-08-01,楠西區,0.0
2154,2015-08-01,歸仁區,3.4545454545454546
2155,2015-08-10,七股區,2.5
2156,2015-08-10,下營區,0.0
2157,2015-08-10,中西區,2.2
2158,2015-08-10,仁德區,0.0
2159,2015-08-10,北區,0.0
2160,2015-08-10,南化區,0.0
2161,2015-08-10,南區,2.0
2162,2015-08-10,大內區,0.0
2163,2015-08-10,安南區,6.0
2164,2015-08-10,安平區,50.0
2165,2015-08-10,官田區,0.0
2166,2015-08-10,將軍區,3.0
2167,2015-08-10,新市區,0.0
2168,2015-08-10,新營區,2.0
2169,2015-08-10,東區,3.0
2170,2015-08-10,歸仁區,0.0
2171,2015-08-10,永康區,6.0
2172,2015-08-10,西港區,2.0
2173,2015-08-10,麻豆區,8.0
2174,2015-08-11,七股區,1.0
2175,2015-08-11,下營區,1.0
2176,2015-08-11,中西區,25.0
2177,2015-08-11,仁德區,8.0
2178,2015-08-11,六甲區,7.333333333333332
2179,2015-08-11,北區,0.3333333333333333
2180,2015-08-11,北門區,8.0
2181,2015-08-11,南化區,4.333333333333333
2182,2015-08-11,南區,11.0
2183,2015-08-11,大內區,2.0
2184,2015-08-11,學甲區,1.0
2185,2015-08-11,安南區,6.5
2186,2015-08-11,安平區,7.0
2187,2015-08-11,官田區,0.0
2188,2015-08-11,左鎮區,8.0
2189,2015-08-11,歸仁區,2.0
2190,2015-08-11,永康區,3.0
2191,2015-08-11,關廟區,8.0
2192,2015-08-11,麻豆區,2.0
2193,2015-08-12,七股區,0.0
2194,2015-08-12,中西區,7.0
2195,2015-08-12,北區,0.5
2196,2015-08-12,北門區,0.0
2197,2015-08-12,南化區,6.5
2198,2015-08-12,南區,2.1111111111111107
2199,2015-08-12,大內區,0.0
2200,2015-08-12,安南區,4.0
2201,2015-08-12,安平區,5.0
2202,2015-08-12,將軍區,8.0
2203,2015-08-12,山上區,3.0
2204,2015-08-12,新化區,30.0
2205,2015-08-12,新市區,0.0
2206,2015-08-12,東區,7.0
2207,2015-08-12,東山區,2.0
2208,2015-08-12,歸仁區,0.4
2209,2015-08-12,永康區,1.0
2210,2015-08-12,白河區,0.0
2211,2015-08-12,西港區,3.5
2212,2015-08-12,關廟區,0.0
2213,2015-08-12,鹽水區,0.0
2214,2015-08-13,七股區,1.0
2215,2015-08-13,中西區,0.0
2216,2015-08-13,仁德區,0.0
2217,2015-08-13,佳里區,0.0
2218,2015-08-13,北區,0.5
2219,2015-08-13,北門區,0.0
2220,2015-08-13,南區,3.6
2221,2015-08-13,安南區,1.6
2222,2015-08-13,安平區,0.0
2223,2015-08-13,後壁區,0.0
2224,2015-08-13,新營區,0.0
2225,2015-08-13,東區,6.0
2226,2015-08-13,柳營區,1.5
2227,2015-08-13,歸仁區,0.7777777777777778
2228,2015-08-13,永康區,3.0
2229,2015-08-13,西港區,6.0
2230,2015-08-13,關廟區,5.0
2231,2015-08-13,鹽水區,0.0
2232,2015-08-13,麻豆區,18.0
2233,2015-08-13,龍崎區,0.0
2234,2015-08-14,七股區,0.0
2235,2015-08-14,中西區,12.25
2236,2015-08-14,仁德區,0.0
2237,2015-08-14,北區,2.5
2238,2015-08-14,北門區,1.6666666666666667
2239,2015-08-14,南區,0.8
2240,2015-08-14,安南區,1.5
2241,2015-08-14,安平區,10.666666666666666
2242,2015-08-14,後壁區,1.0
2243,2015-08-14,新化區,2.0
2244,2015-08-14,新營區,3.0
2245,2015-08-14,東山區,0.0
2246,2015-08-14,柳營區,4.0
2247,2015-08-14,歸仁區,1.2
2248,2015-08-14,永康區,2.0
2249,2015-08-14,白河區,7.0
2250,2015-08-14,西港區,6.0
2251,2015-08-15,中西區,4.0
2252,2015-08-15,仁德區,0.0
2253,2015-08-15,六甲區,0.0
2254,2015-08-15,南區,0.0
2255,2015-08-15,安南區,1.3333333333333333
2256,2015-08-15,官田區,0.0
2257,2015-08-15,後壁區,0.0
2258,2015-08-15,新化區,0.0
2259,2015-08-15,東區,0.7142857142857143
2260,2015-08-15,歸仁區,0.2857142857142857
2261,2015-08-15,永康區,2.333333333333333
2262,2015-08-15,麻豆區,6.0
2263,2015-08-16,中西區,5.666666666666668
2264,2015-08-16,仁德區,0.0
2265,2015-08-16,南區,4.0
2266,2015-08-16,安南區,7.666666666666668
2267,2015-08-16,安平區,0.0
2268,2015-08-16,新化區,0.0
2269,2015-08-16,柳營區,2.0
2270,2015-08-16,永康區,0.0
2271,2015-08-16,麻豆區,9.0
2272,2015-08-17,七股區,2.0
2273,2015-08-17,仁德區,0.0
2274,2015-08-17,北區,0.6666666666666666
2275,2015-08-17,北門區,0.0
2276,2015-08-17,南區,3.25
2277,2015-08-17,善化區,3.0
2278,2015-08-17,安南區,0.0
2279,2015-08-17,安平區,6.0
2280,2015-08-17,後壁區,0.0
2281,2015-08-17,新化區,10.0
2282,2015-08-17,新市區,0.0
2283,2015-08-17,新營區,2.0
2284,2015-08-17,東區,4.0
2285,2015-08-17,永康區,0.0
2286,2015-08-17,玉井區,4.25
2287,2015-08-17,西港區,4.0
2288,2015-08-18,七股區,1.0
2289,2015-08-18,中西區,7.0
2290,2015-08-18,仁德區,1.5
2291,2015-08-18,北區,0.125
2292,2015-08-18,北門區,4.0
2293,2015-08-18,南區,1.6666666666666667
2294,2015-08-18,善化區,1.3333333333333333
2295,2015-08-18,大內區,0.0
2296,2015-08-18,安南區,4.0
2297,2015-08-18,安定區,4.25
2298,2015-08-18,安平區,0.0
2299,2015-08-18,後壁區,1.0
2300,2015-08-18,新化區,11.4
2301,2015-08-18,新營區,10.0
2302,2015-08-18,東區,6.0
2303,2015-08-18,永康區,2.0
2304,2015-08-18,玉井區,8.25
2305,2015-08-19,七股區,0.0
2306,2015-08-19,中西區,5.666666666666668
2307,2015-08-19,仁德區,3.0
2308,2015-08-19,佳里區,7.5
2309,2015-08-19,北區,1.0
2310,2015-08-19,北門區,4.0
2311,2015-08-19,南區,2.2857142857142856
2312,2015-08-19,安定區,0.0
2313,2015-08-19,將軍區,2.0
2314,2015-08-19,山上區,0.0
2315,2015-08-19,後壁區,2.0
2316,2015-08-19,新營區,12.0
2317,2015-08-19,東區,5.857142857142858
2318,2015-08-19,東山區,0.0
2319,2015-08-19,柳營區,0.3333333333333333
2320,2015-08-19,楠西區,9.0
2321,2015-08-19,永康區,2.75
2322,2015-08-19,玉井區,3.5
2323,2015-08-19,白河區,0.0
2324,2015-08-19,西港區,8.666666666666666
2325,2015-08-19,關廟區,11.0
2326,2015-08-19,龍崎區,18.0
2327,2015-08-02,中西區,4.5
2328,2015-08-02,安定區,3.5
2329,2015-08-02,安平區,0.0
2330,2015-08-02,官田區,3.6666666666666665
2331,2015-08-02,山上區,11.0
2332,2015-08-02,歸仁區,2.5
2333,2015-08-20,七股區,0.0
2334,2015-08-20,中西區,0.0
2335,2015-08-20,仁德區,0.0
2336,2015-08-20,北區,7.666666666666668
2337,2015-08-20,北門區,14.0
2338,2015-08-20,南區,5.666666666666668
2339,2015-08-20,善化區,0.0
2340,2015-08-20,安南區,5.0
2341,2015-08-20,安平區,4.0
2342,2015-08-20,將軍區,8.0
2343,2015-08-20,左鎮區,3.0
2344,2015-08-20,東區,4.75
2345,2015-08-20,永康區,0.6666666666666666
2346,2015-08-20,西港區,10.0
2347,2015-08-20,關廟區,10.0
2348,2015-08-20,龍崎區,18.0
2349,2015-08-21,七股區,0.0
2350,2015-08-21,下營區,2.0
2351,2015-08-21,仁德區,2.0
2352,2015-08-21,北區,0.6666666666666666
2353,2015-08-21,北門區,6.0
2354,2015-08-21,南區,1.1666666666666667
2355,2015-08-21,安南區,3.0
2356,2015-08-21,安定區,7.0
2357,2015-08-21,安平區,0.0
2358,2015-08-21,後壁區,2.0
2359,2015-08-21,新營區,7.0
2360,2015-08-21,東區,3.75
2361,2015-08-21,柳營區,10.5
2362,2015-08-21,永康區,0.2
2363,2015-08-21,玉井區,2.5
2364,2015-08-21,白河區,2.0
2365,2015-08-21,西港區,10.0
2366,2015-08-21,關廟區,1.0
2367,2015-08-21,麻豆區,7.4
2368,2015-08-22,仁德區,0.0
2369,2015-08-22,南區,7.0
2370,2015-08-22,安南區,2.0
2371,2015-08-22,新化區,16.0
2372,2015-08-22,新營區,0.0
2373,2015-08-22,柳營區,3.0
2374,2015-08-22,永康區,2.0
2375,2015-08-22,西港區,8.0
2376,2015-08-23,七股區,0.0
2377,2015-08-23,安定區,0.0
2378,2015-08-23,後壁區,4.0
2379,2015-08-23,新化區,18.5
2380,2015-08-23,西港區,15.0
2381,2015-08-23,關廟區,3.0
2382,2015-08-24,七股區,5.0
2383,2015-08-24,下營區,0.0
2384,2015-08-24,中西區,2.833333333333333
2385,2015-08-24,仁德區,0.3333333333333333
2386,2015-08-24,北區,0.5
2387,2015-08-24,北門區,4.0
2388,2015-08-24,南區,12.75
2389,2015-08-24,安南區,2.5
2390,2015-08-24,安定區,13.0
2391,2015-08-24,後壁區,3.0
2392,2015-08-24,新市區,2.0
