#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dhcp
#open	2014-03-09-10-22-07
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	mac	assigned_ip	lease_time	trans_id
#types	time	string	addr	port	addr	port	string	addr	interval	count
1345784085.986412	CiJCc5RssSE5zcjod	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	1945130363
1345784985.030290	CplIdQ3p8DDTo4mEK6	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	2736193189
1345785885.055338	Cbjs704oT8n7OxRe06	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	2641691820
1345786785.080685	CNYwxO2GnJnSEA7hA	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	1281843747
1345787685.106360	CfXsSm1chqsuNgtlSf	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	2275355945
1345788585.131820	CdBupc1HgCSuS2MT3c	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	3655378673
1345789485.157362	CI0Cqw1r6DnzS5b9Pd	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	4196333273
1345790385.197902	CaqYlC1QdKM7IHeGv5	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	2005566481
1345791285.239153	CEZrov3t5hgq8AeYK2	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	2721836321
1345792185.285781	CV2FL13buLSY0pgVY4	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	2353555011
1345793085.321280	CwDIEL2W9CYBhcXFF8	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	3520899783
1345793985.348953	CfDyDKZwajsza6kFf	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	413913013
1345794885.372662	CZHIzHMENojiN8VSf	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	3545592169
1345795785.397915	C1G4hPpzwpiFJ5Pif	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	1247950792
1345796685.438696	Chnj673cfPvk3LgGA4	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	3794569129
1345797585.464934	CjhxcX25ogDyQhB5l5	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	3157350357
1345798485.489679	CHL1394FzX77jgEEJa	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	2080157190
1345799385.513390	CVIfJE1ISWlHyFE1Vg	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	910351838
1345800285.525159	C1s4012pEkLrMQmtJk	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	2611149471
1345800656.152174	CwZCAh27yvM6CN6Vyj	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	0.000000	2202130769
1345800659.149381	CwZCAh27yvM6CN6Vyj	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	0.000000	2202130769
1345801185.550389	CT5mQS26mpsCK4Jwf	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	1176164781
1345802085.577379	CTapdL2z5msZoxaiP	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	3974523834
1345802985.601456	CIKA6f48N0cSjY0wA6	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	3368397719
1345803885.627064	CZlor73DPiy2Xl80l	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	1044678145
1345804785.652576	CJ3bED15in26QgoV4h	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	1943203679
1345805685.679614	CY4Fgl3k4aWkxAFjT5	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	2761740875
1345806585.703556	COEQst3FO8kuw9Cqde	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	4110299607
1345807485.728843	CFudxH1K0pNLGhKP0f	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	2771613135
1345808385.755133	CacAui1AENoJsDHO0c	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	3357871483
1345809285.780188	CGGO262riUc0iJxL2b	192.168.106.141	68	192.168.106.254	67	00:50:56:3c:f6:41	192.168.106.141	1800.000000	3586880499
#close	2014-03-09-10-22-08
