#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-03-09-10-22-03
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1317692570.919330	CWf04H2W1toN0uEYJ3	172.16.165.128	1194	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.0.7) Gecko/2009021910 Firefox/3.0.7	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fth6Sm3FoLLeFzNvn6	text/html
1317692570.923030	CNmp3VC2J3QNUgIVb	172.16.165.128	1196	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Opera/9.50 (Windows NT 6.0; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FRj45m5QApQ3EuCk5	text/html
1317692570.939910	C0O1MvUWs1DP5YVcb	172.16.165.128	1200	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 9399) Opera 8.65 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FfGStc48sk3LN7EtMk	text/html
1317692570.934527	CiQwbYa7xjHZmQFQ3	172.16.165.128	1195	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Opera/10.00 (Windows NT 6.0; U; en) Presto/2.2.0	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FtVDDfEVGbs42VKue	text/html
1317692570.941158	CqWIzt32txKEe3JPs	172.16.165.128	1199	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 7.0b; Win32)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FR6GKu26BZfGV4pMJa	text/html
1317692570.945274	Cbr5741gNSjTfI8x71	172.16.165.128	1201	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6329) Opera 8.00 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FDEfcB20lJ7lmYkzrc	text/html
1317692570.948444	CsExamaNoIvQcrgHe	172.16.165.128	1202	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Opera/9.10 (Windows NT 5.1; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F8LW2x1HAKpCsoaRRk	text/html
1317692571.010197	CbEY8gC0793XoSiZc	172.16.165.128	1207	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 6.0; MSN 2.5; Windows 98)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Flara3DyOhofpYPJ1	text/html
1317692570.965258	CqsBfk3IhnDYnVxNT4	172.16.165.128	1203	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 5.17; Mac_PowerPC)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FA1Kz74Htk7XAod973	text/html
1317692571.009179	CEjMRIGn1PkG31qFd	172.16.165.128	1204	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.8.1.20) Gecko/20081217 Firefox/2.0.0.20	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FwBkTFxgqiSKJjlVl	text/html
1317692571.024389	CYqBxw2o0lqrHhrZe4	172.16.165.128	1208	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	mozilla/4.0 (compatible; msie 8.0; windows nt 5.1; trident/4.0; ...)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FifSlgGwLsme0WALh	text/html
1317692571.025653	CuuCuSuD6EuwV8a82	172.16.165.128	1209	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; nl; rv:1.8) Gecko/20051107 Firefox/1.5	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FdxC6G1gHgwyEyHJEe	text/html
1317692571.041040	ChmA6W22mP55xzFzWf	172.16.165.128	1210	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.0.1) Gecko/2008070208 Firefox/3.0.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F9VaIH1vnjg2NMlWjk	text/html
1317692571.042191	C01gL33mvJsCGc98I2	172.16.165.128	1212	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6329) Opera 8.00 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FEo8pu4jIG0hu5AZzi	text/html
1317692571.045439	C0Sx81GLptWweyjE4	172.16.165.128	1213	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/1.0.154.65 Safari/525.19	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F5Ylmq2JRI8BcHn4Tj	text/html
1317692571.063839	CGd8LaA6Kfp7X9rgf	172.16.165.128	1217	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 5.17; Mac_PowerPC)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F9xawt4zBKzdqGG05k	text/html
1317692571.113811	CVMspa3wh3bE0Br2K1	172.16.165.128	1226	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.1) Gecko/20060601 Firefox/2.0 (Ubuntu-edgy)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fmksu013S7GGXuwCR6	text/html
1317692571.115876	CbPJN038ZkdikR5Rj5	172.16.165.128	1223	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/0.4.154.25 Safari/525.19	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FyefW9htu48HMmpD8	text/html
1317692571.176903	CvmBErqWcaE1eoAOd	172.16.165.128	1236	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/1.0.154.65 Safari/525.19	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fr9xG23uRYg4b3nXB9	text/html
1317692571.168447	CFgX1F2A2iMyCaLfg	172.16.165.128	1231	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Nitro) Opera 8.50 [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FFsHmU2oyHdwVTFAk	text/html
1317692571.166645	Cyo4093CrlCohRPsrd	172.16.165.128	1229	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/1.22 (compatible; MSIE 1.5; Windows NT)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FAwawl4yLobYSLSBs8	text/html
1317692571.184727	C7FRgu3Q9SB5hmOUMb	172.16.165.128	1237	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.0.4) Gecko/20060516 SeaMonkey/1.0.2	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FePgnb4unAWYJh6wn4	text/html
1317692571.260331	CrqCji4TuJWCBzPl3	172.16.165.128	1241	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Opera/9.50 (Windows NT 5.1; U; ru)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FaeuZ53y9jIngDu5R3	text/html
1317692571.268618	ChE5o91OoPt6pqE0R	172.16.165.128	1245	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 5.0; Windows 2000) Opera 6.03 [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FMUmXl1eahwAoynOq5	text/html
1317692571.299247	CdXn5E2gN7RYaCyyoe	172.16.165.128	1249	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Opera/9.0 (Windows NT 5.1; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FB3NOu2a2IYeE24i6k	text/html
1317692571.292778	CeY9gf3O77wUpn00s3	172.16.165.128	1247	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 5.0; Windows 2000) Opera 6.03 [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FaQh3n3u1drtrbreOf	text/html
1317692571.293429	CZQQ201kPEXFEcLecc	172.16.165.128	1248	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Opera/9.0 (Windows NT 5.1; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fb4toB2qX0Qgmlia3	text/html
1317692571.302574	CkJIio3G3C322Vzj8	172.16.165.128	1250	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FuD8gZ2sJahJEFv2F7	text/html
1317692571.293878	CguAyqoeZGmqchW5f	172.16.165.128	1246	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.0.2) Gecko/2008091620 Firefox/3.0.2	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FDAkoh2rNPrMb8ATVe	text/html
1317692571.324482	CZh8Ln3HShtjAuGb	172.16.165.128	1252	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 7.0b; Win32)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FpPtfy2wNLGp9Y4Zw1	text/html
1317692571.340423	C3XKLyhJWIpv7m0A3	172.16.165.128	1253	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Opera/9.02 (Windows NT 5.1; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FUKDW7vTWTLc7fo2c	text/html
1317692571.356753	CSFwB01zFU5Ohfwhkc	172.16.165.128	1254	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Opera/9.60 (Windows NT 5.1; U; en) Presto/2.1.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FNHiLDh8Saejf7LNj	text/html
1317692571.363318	Cw32EE2pifFu9r9ZI	172.16.165.128	1255	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9) Gecko/2008052906 Firefox/3.0	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FJ4W1v1DC4eMiC6vF1	text/html
1317692571.393568	C4FKfO2zrcwL8crYT2	172.16.165.128	1258	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/532.9 (KHTML, like Gecko) Chrome/5.0.307.9 Safari/532.9	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FP0YHX1nGR56bdY1Fc	text/html
1317692571.410129	CSHpV91FcykZgAydj3	172.16.165.128	1260	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.1.1) Gecko/20090715 Firefox/3.5.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FwjRXp3nDeUFwwJhlj	text/html
1317692571.413085	CmXqnm3d4WMabPtSi1	172.16.165.128	1263	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.0.1) Gecko/2008070208 Firefox/3.0.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F9OlEQpTC6os5cwik	text/html
1317692571.420406	CT4CH11L8o89rxkV2b	172.16.165.128	1261	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Opera/9.50 (Windows NT 6.0; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FEetYtXMEePCWMAyc	text/html
1317692571.468808	CR8QY4FzgB6Dc86ud	172.16.165.128	1270	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Opera/10.00 (Windows NT 6.0; U; en) Presto/2.2.0	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FPwNJy3gG6WFaSm5A9	text/html
1317692571.500751	Cx3Ig73VbQnGIySJrf	172.16.165.128	1275	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.3) Gecko/20060426 Firefox/1.5.0.3	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FUIZeN2sZz1pBLIrv9	text/html
1317692571.535132	Cx98DDvA6Ynuk4qfd	172.16.165.128	1278	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Opera/9.60 (Windows NT 5.1; U; en) Presto/2.1.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F5oycliX2kKCdb4qh	text/html
1317692571.561694	CV4kNz2PODqsjwa2t4	172.16.165.128	1282	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6329) Opera 8.00 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FEosHpW0PjztkGnvj	text/html
1317692571.623352	Ck6Z7d4Bc7OsyEei6i	172.16.165.128	1285	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.1.1) Gecko/20090715 Firefox/3.5.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FdkGFh483D0OuF4ru1	text/html
1317692571.625719	CZJKMW1joRpT417PRk	172.16.165.128	1287	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.2) Gecko/20070221 SUSE/2.0.0.2-6.1 Firefox/2.0.0.2	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fymwkm2YRVOggG8x4e	text/html
1317692571.678682	CTQboN1RVOc7FWFZLi	172.16.165.128	1290	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Opera/7.23 (Windows 98; U) [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F9ZwWR3nsGdNJpj0Pe	text/html
1317692571.681044	CfzJNA3LarpeRTAk3j	172.16.165.128	1291	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6329) Opera 8.00 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fo1n2x2JtlFO407ei1	text/html
1317692571.682377	CEGt4R1xOWPxTZ5T47	172.16.165.128	1293	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/1.22 (compatible; MSIE 2.0; Windows 95)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F62dtq2gYgN5SfJJA	text/html
1317692571.679837	CCYBTn19aK47LFuZGa	172.16.165.128	1289	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/5.0 (X11; U; FreeBSD i386; en-US; rv:1.7.8) Gecko/20050609 Firefox/1.0.4	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FEO3Xz1nWxinaKd2ef	text/html
1317692571.778895	CBqzOV3V7hIa0uHLr9	172.16.165.128	1300	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	mozilla/4.0 (compatible; msie 8.0; windows nt 5.1; trident/4.0; ...)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FT7tvi23v0kdMpv899	text/html
1317692571.832341	CHqqKo4lFZZMvGlF5h	172.16.165.128	1309	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; YPC 3.0.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F78ogw1ETT6ycNNmxc	text/html
1317692571.830556	C0m4xF4dqR0S2SsiN8	172.16.165.128	1303	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.8.1.20) Gecko/20081217 Firefox/2.0.0.20	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FgeoBA1xlsfUuNvwAh	text/html
1317692571.831862	CdKjW44BJhkqy43b5k	172.16.165.128	1304	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Opera/9.10 (Windows NT 5.1; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F9xndm2BtejH2M4D97	text/html
1317692571.831488	Cq6lcD1NOkEzPIeNmj	172.16.165.128	1302	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Opera/9.0 (Windows NT 5.1; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FpHwTj1Xhlp0RPEqai	text/html
1317692571.856063	CM7fYY3vLWKVG2bol8	172.16.165.128	1310	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (X11; U; Linux x86_64; ru; rv:1.9.1.1) Gecko/20090730 Gentoo Firefox/3.5.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FCiKze3L38pxijXIj8	text/html
1317692571.928798	CDVnna24hM2BTOFuLh	172.16.165.128	1316	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6329) Opera 8.00 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FXoJcSOK5g7bpO1Oc	text/html
1317692571.928388	CSJp6c2PFX4Md1E1Oh	172.16.165.128	1314	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.10) Gecko/2009042316 Firefox/3.0.10	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FOaGbA2oDbyWf6L2R1	text/html
1317692571.938374	CLahHO3q6KsSRr5kRj	172.16.165.128	1318	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 7.0b; Win32)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FKvmUj2VmYS4ToGPDf	text/html
1317692571.937803	CK6LqQ3Ume4WvpXTZ8	172.16.165.128	1315	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 5.17; Mac_PowerPC)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FihQgT3DB2jbxnHU48	text/html
1317692571.988049	CHM7gX3cLWKyo6WMi8	172.16.165.128	1320	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/4.0 (compatible; MSIE 5.0; Mac_PowerPC) Opera 6.0 [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FuNXEz4PJoONyBQ6uc	text/html
1317692571.997664	CQCZt54O7g0I7IhD16	172.16.165.128	1327	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 5.0; Windows 2000) Opera 6.03 [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FKSt6u1XGuw3qHtaYk	text/html
1317692571.991512	ClCLqw4Yn2q0nKFLI6	172.16.165.128	1324	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.0.3) Gecko/2008092417 Firefox/3.0.3	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FAjtax4LTuGP7RXHQ8	text/html
1317692571.990350	CMjnAz4ilyI5nxuoC5	172.16.165.128	1319	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FSchhLrw43PhXF1tj	text/html
1317692572.015461	C3SVEC1s7j9NiB4Hej	172.16.165.128	1328	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FOu1LR2Tc6TTmM81qf	text/html
1317692572.038766	Cr3mZE4k7iZgvUxvjh	172.16.165.128	1329	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 6.0; Nitro) Opera 8.50 [it]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FbmPYc2OWcJG8zYXYk	text/html
1317692572.083866	C2snZ94SfMHVw9ynR7	172.16.165.128	1332	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (X11; U; FreeBSD i386; en-US; rv:1.7.8) Gecko/20050609 Firefox/1.0.4	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FRFe336wSblYI2RNa	text/html
1317692572.087409	C3gnWH347f86rilUc7	172.16.165.128	1335	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.6b) Gecko/20031215 Firebird/0.7+	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fhh22c1Eb7qgxJq1ye	text/html
1317692572.086387	Cynfsg1csgehYCBTN9	172.16.165.128	1333	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 5.0; Mac_PowerPC) Opera 6.0 [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FyZkQFjkJ868F9hz	text/html
1317692572.099843	Czf5xQ1e2oTmitRBJa	172.16.165.128	1339	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.8.1.20) Gecko/20081217 Firefox/2.0.0.20	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fg4vWq3c2sjsqGFIE5	text/html
1317692572.135772	CDqAam1orrdjQOoO8i	172.16.165.128	1343	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Opera/9.80 (Windows NT 5.1; U; en) Presto/2.5.18 Version/10.50	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FBAA8H36f6Y5dtmJy6	text/html
1317692572.191493	C12Spb4mWCCAPhOqt7	172.16.165.128	1347	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/525.13 (KHTML, like Gecko) Chrome/0.2.149.27 Safari/525.13	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F9Y9LC2CR5uy5vp7m9	text/html
1317692572.194177	CUwRtl1QIOxVrqlSHk	172.16.165.128	1348	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.3) Gecko/20060426 Firefox/1.5.0.3	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FFXyE1ySnKl1xAzog	text/html
1317692572.195529	CMhz6o4EAuYjG8fIAi	172.16.165.128	1350	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.2.15 Version/10.20	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FkyfGS3dZRuILscxMi	text/html
1317692572.192404	Chbgld12ssV0KtoExl	172.16.165.128	1346	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Opera/10.00 (Windows NT 6.0; U; en) Presto/2.2.0	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fg2NqS2kuR9JgcWhy	text/html
1317692572.197503	CzL4gL16E2AvtYhZol	172.16.165.128	1349	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 9424) Opera 8.65 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FMzpW61dH8xT6UbjY1	text/html
1317692572.198824	C2Wngf4uredVYyITb8	172.16.165.128	1352	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.8.1.20) Gecko/20081217 Firefox/2.0.0.20	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FahD3qk0mLqIjGyNj	text/html
1317692572.197815	CB9QVC3umHu8VOXgSa	172.16.165.128	1351	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 9424) Opera 8.65 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FVG2da4UKuamrxYQ5	text/html
1317692572.221277	CHOpkM3C4smZddXcwi	172.16.165.128	1355	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 6.0; Nitro) Opera 8.50 [de]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fw4Lng4LEqY66P4IC5	text/html
