#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-03-09-10-22-03
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1317692572.216942	C3bKmU1gv4PYqL6kWh	172.16.165.128	1354	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (X11; U; Linux x86_64; ru; rv:1.9.1.1) Gecko/20090730 Gentoo Firefox/3.5.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FQZ0Qt4Li46AbI8w5d	text/html
1317692572.351892	CDo5pT3yoVBtiHB8yj	172.16.165.128	1369	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.1 (compatible; MSIE 5.0; Symbian OS; Nokia 6600;452) Opera 6.20 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FbnVbl4pwJq604FNf4	text/html
1317692572.352235	CYcakF1UYXI9ig4JJ5	172.16.165.128	1371	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Opera/9.23 (Windows NT 5.1; U; ru)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FVwSFW1u7twSFj7Mxl	text/html
1317692572.351503	CNpWqr1qnbQUAnS0Hg	172.16.165.128	1363	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.0.6) Gecko/20060728 SeaMonkey/1.0.4	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FiqzjX3JnxT44HLZX8	text/html
1317692572.352635	CiCdpD4yJeLDjtipY5	172.16.165.128	1370	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.2; ru; rv:1.9.0.5) Gecko/2008120122 Firefox/3.0.5	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FanGxP38nhwT3vqJG5	text/html
1317692572.374595	CwTfY92ide7AFuJcjk	172.16.165.128	1375	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 7.0b; Win32)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FIoMuT2g8LMJn7YBRl	text/html
1317692572.400632	CfTQSq4cP8ztw8Owp6	172.16.165.128	1376	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.0.7) Gecko/2009021910 Firefox/3.0.7	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fws2pS1XFds6VPXA0d	text/html
1317692572.438383	CIhLvi202MiJYq6HVg	172.16.165.128	1378	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/1.22 (compatible; MSIE 2.0; Windows 95)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fla5CgXx9QPrYjbX2	text/html
1317692572.447879	Ccyeo145Czq0NSJJs8	172.16.165.128	1379	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Opera/9.80 (Windows NT 5.1; U; en) Presto/2.5.18 Version/10.50	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FZdpXV3IwBBoJpignb	text/html
1317692572.498988	CPUPNg259qzjkSU4Tg	172.16.165.128	1381	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 7.0b; Win32)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fm7rME3Eu7f2BHlQse	text/html
1317692572.500156	Ct2GPQ3dfm8r6lDcb9	172.16.165.128	1384	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.0.7) Gecko/20060909 Firefox/1.5.0.7	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fb8rJD3eIh4D2btoAd	text/html
1317692572.515916	CMUvP62TLXOuSS0vth	172.16.165.128	1390	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.9) Gecko/20050711 Firefox/1.0.5	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FbK8Ry12RvFZs3iIi9	text/html
1317692572.511102	ChwxME1HKzHDwqnNp9	172.16.165.128	1389	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 1657) Opera 8.60 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FrptcF1mWMb1E0dEa9	text/html
1317692572.501198	CXC0f82d5MuqTCumM5	172.16.165.128	1385	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/525.13 (KHTML, like Gecko) Chrome/0.2.149.27 Safari/525.13	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FAi3UQ1KvD5QaqarG6	text/html
1317692572.595208	C8ktWf2fU4BQSWaShl	172.16.165.128	1395	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.2; SV1; .NET CLR 1.1.4322)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FkjZ3e4doSotQPUP7h	text/html
1317692572.653187	C9vhWS1x150JJQKd5j	172.16.165.128	1398	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.10) Gecko/20050716 Firefox/1.0.6	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FVsJCU2ekNiqklnPR3	text/html
1317692572.655479	CmKHRi1xUhqEoaulWl	172.16.165.128	1400	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6630/4.03.38; 6937) Opera 8.50 [es]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fhvu4z19EWBLnowa65	text/html
1317692572.661612	Cdd0yd4TizfuK46h98	172.16.165.128	1406	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Opera/9.50 (Windows NT 6.0; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FmKY2s3dUH3EurVs48	text/html
1317692572.679193	C0r2EE3v1HVYaspUUa	172.16.165.128	1408	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; YPC 3.0.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FQ1QytsNBnCiZlJ3g	text/html
1317692572.753159	CUs5qD13wwVbXeMpoj	172.16.165.128	1414	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-GB; rv:1.8.0.1) Gecko/20060111 Firefox/1.5.0.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FUaFth3yyUTi3HzPM6	text/html
1317692572.751423	C3tBKj1ToFxMJGPjFk	172.16.165.128	1410	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.1 (compatible; MSIE 5.0; Symbian OS; Nokia 6600;452) Opera 6.20 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F5mEdi4lQeHLZ07e55	text/html
1317692572.803324	Cj74e42fp0mOhNB2a6	172.16.165.128	1413	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 5.0; SunOS 5.9 sun4u; X11)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FucT701MjOGWbppAL6	text/html
1317692572.818489	CpKCUc252BlqsNyJug	172.16.165.128	1417	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.1 (compatible; MSIE 5.0; Symbian OS; Nokia 6600;452) Opera 6.20 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FZjJCzZqNtkU9opmj	text/html
1317692572.819296	CX2nR44bfRh5lzvy3k	172.16.165.128	1418	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (X11; U; Linux x86_64; ru; rv:1.9.1.1) Gecko/20090730 Gentoo Firefox/3.5.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FFdACQ2m5ddGX9iaU6	text/html
1317692572.820265	CuCYtw4pj5xNK8nuQ6	172.16.165.128	1416	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Opera/8.0 (X11; Linux i686; U; cs)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FsRF243axvxI2KqW5	text/html
1317692572.820714	Cgeu9u11JlAhJS2wg6	172.16.165.128	1419	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 5.23; Mac_PowerPC)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F8krSm2GILXinEqVO9	text/html
1317692572.894614	CItFSb2rMwEpF26pMh	172.16.165.128	1427	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Opera/9.80 (Windows NT 5.1; U; en) Presto/2.5.18 Version/10.50	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FDbyCx8ntNyja2Pz9	text/html
1317692572.905331	CEFJDc4VteNzh2Mf5i	172.16.165.128	1429	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Nitro) Opera 8.50 [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FaCKgdwp5afih0iYb	text/html
1317692572.964951	C5IirW1bHDXImfOwTk	172.16.165.128	1431	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.2.15 Version/10.00	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FFDvr04ZRN28Wxp7f6	text/html
1317692572.965715	CY8g6o1fUtptT2smJa	172.16.165.128	1433	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 7.0b; Windows NT 6.0)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FDipnM2gS1vzwdJYfb	text/html
1317692572.966472	CRSDJN1R82GcQz82Ni	172.16.165.128	1434	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 6.0; Nitro) Opera 8.50 [fr]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FIcKS8cGPaIiEWIQ8	text/html
1317692572.967144	Cj4ARA3DFpIE8dTC1j	172.16.165.128	1436	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 7.0b; Windows NT 5.1)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FtcBri3KSgXSbEX1K2	text/html
1317692572.959234	CBbxQJ3vPIKwPnse0a	172.16.165.128	1430	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Nitro) Opera 8.50 [it]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F1cu4g1bZ4NvyLlAi1	text/html
1317692572.967791	CLdPui4xANyvveBhW9	172.16.165.128	1439	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Opera/7.23 (Windows 98; U) [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FAS1t24YRmi6RCdVL9	text/html
1317692573.008409	CCnk4a4e2f6GYdnFT7	172.16.165.128	1444	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 1665) Opera 8.60 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FDI2myHYPmyU9yp32	text/html
1317692573.116273	CY8b2j4gR4mvNWQBTi	172.16.165.128	1449	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Opera/9.00 (Nintendo Wii; U; ; 1309-9; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FocfCT1op4fRkSBkFe	text/html
1317692573.120520	CDAkjQ1sk6BV2LFTLa	172.16.165.128	1451	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.2.15 Version/10.00	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FUWGwC2ZMP7OqEysab	text/html
1317692573.121699	CQs8tP1MpflwKKvzPi	172.16.165.128	1452	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.1.1) Gecko/20090715 Firefox/3.5.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fnp6gl4qJ17jUIdYcc	text/html
1317692573.122733	Cq6zAC3e0aKh1uEUQk	172.16.165.128	1453	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.6b) Gecko/20031215 Firebird/0.7+	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FSjdvq2EIuTRhYwNlb	text/html
1317692573.123513	CtLHsk4ivVjppcyeh7	172.16.165.128	1454	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6936) Opera 8.50 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FQ0YUy3wpxc27dFFK	text/html
1317692573.123827	CEop9Y1e49rUngIHX7	172.16.165.128	1457	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/4.0 (compatible; MSIE 7.0b; Windows NT 6.0)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FX1irf4zie880y4Od	text/html
1317692573.124248	C0RJyL3aERLwycSR2a	172.16.165.128	1456	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 6.0; ru; rv:1.9.0.3) Gecko/2008092417 Firefox/3.0.3	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FDAaG63BIGVyvh2qPe	text/html
1317692573.133487	CPsJaa2iPagJwvXMJh	172.16.165.128	1460	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/5.0 (Windows NT 5.1; U; en) Opera 8.50	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F1E2FD41Iai2h9xeF2	text/html
1317692573.282006	CECzxq447OBjZBOqVj	172.16.165.128	1467	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.0.7) Gecko/2009021910 Firefox/3.0.7	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FzJ56V3cKQ6bOj6fg6	text/html
1317692573.280545	ChJeqj2sYk89Ysw9j6	172.16.165.128	1465	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/5.0 (Windows NT 5.1; U; en) Opera 8.50	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Flfv2F3Q5vIXuZq2Qb	text/html
1317692573.282606	CVjwWv42rDjjKTtoI6	172.16.165.128	1469	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.5 (KHTML, like Gecko) Chrome/4.0.249.89 Safari/532.5	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FjS5lp4FjVEvTZzu27	text/html
1317692573.281290	CITGPB12oU4fzIZ3yk	172.16.165.128	1466	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Nitro) Opera 8.50 [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fn4hW72HNmDOLa7LB1	text/html
1317692573.283763	CyV9td2SicuvwZqKCg	172.16.165.128	1471	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Opera/8.51 (Windows NT 5.1; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FFskgn2niXXMwQDxu3	text/html
1317692573.283157	C18RBt1gsZxWoMY2T8	172.16.165.128	1470	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.1 (compatible; MSIE 5.0; Symbian OS; Nokia 6600;452) Opera 6.20 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FW3m2w1CtSW6YV1HE2	text/html
1317692573.285159	CeMRqW34DAwW53W9C9	172.16.165.128	1475	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.8.1.20) Gecko/20081217 Firefox/2.0.0.20	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FByrTY2Du2UbU8oZe2	text/html
1317692573.285796	C32Njf2kKnfKnruaF6	172.16.165.128	1477	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6329) Opera 8.00 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F8YwvE3Vfh8HF4fvth	text/html
1317692573.330659	CGNnmu40Tms5cToIi9	172.16.165.128	1479	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6329) Opera 8.00 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F07M5w2w78Pf7e6Ul3	text/html
1317692573.427441	CgBvPF1COakjsYLLI5	172.16.165.128	1483	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.8.1) Gecko/20060601 Firefox/2.0 (Ubuntu-edgy)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F5Iu0p3uCgoaQ8lYF5	text/html
1317692573.429541	CV4AHx1cGLNPD1XYw8	172.16.165.128	1490	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 5.0; SunOS 5.9 sun4u; X11)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FqShUt1MBH1ZMl2oH3	text/html
1317692573.428867	CDIofr4IovM0Fq6uq6	172.16.165.128	1489	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; SV1; Arcor 5.005; .NET CLR 1.0.3705; .NET CLR 1.1.4322)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FdsKvs3K0S6q5o4T7j	text/html
1317692573.430097	C8M61j2uE3OlUy8ZVg	172.16.165.128	1484	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fw3CBQgab9u4WwHw7	text/html
1317692573.437876	CIKdjo4KC172WUd5Di	172.16.165.128	1493	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	mozilla/4.0 (compatible; msie 7.0; windows nt 5.1; trident/4.0; ...)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FMw26b1SvH3GougaNj	text/html
1317692573.578909	ChJGLw3bBjLFs7hkI7	172.16.165.128	1505	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.2) Gecko/20060308 Firefox/1.5.0.2	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FJcl8i1ctRZbtM6jOl	text/html
1317692573.602732	CLQg2G31OD3MXlTaE9	172.16.165.128	1510	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.1) Gecko/20090716 Ubuntu/9.04 (jaunty) Shiretoko/3.5.1	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FLdLzs4Oe7Qi5KUK9h	text/html
1317692573.614861	CzdmZ12nr5yuizn9ea	172.16.165.128	1511	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fbn5ax1LXuX26jffK2	text/html
1317692573.670145	Cw6QGN3lRRBlxU65ml	172.16.165.128	1513	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.6b) Gecko/20031215 Firebird/0.7+	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FFplYG2pgC7FTtEsJl	text/html
1317692573.679168	CVDKHa13N6trY0qBFi	172.16.165.128	1515	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.10) Gecko/2009042316 Firefox/3.0.10	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FdZTnum6Y6t5h8MSa	text/html
1317692573.780410	CfS1DQ3hWLRKu7Wu99	172.16.165.128	1524	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.5 (KHTML, like Gecko) Chrome/4.0.249.89 Safari/532.5	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FmUGOC3uckhBPYeQV5	text/html
1317692573.806288	Cp2q4D4HbvWPCR31S5	172.16.165.128	1528	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/premium-forex-account.html	-	Opera/9.50 (Windows NT 5.1; U; ru)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FldVFa4dIh5lSwEzlj	text/html
1317692573.837818	C2wmT62VHK3l3NXRvh	172.16.165.128	1530	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Nitro) Opera 8.50 [en]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FeNs5Y2ke1zQuYcgH3	text/html
1317692573.852325	CQCjjU3NpJ6nl8b3x6	172.16.165.128	1531	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/4.1 (compatible; MSIE 5.0; Symbian OS; Nokia 6600;452) Opera 6.20 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fc7Oqo30v5rVr5dHYi	text/html
1317692573.910913	CQnDe03KK3SvPWUIs2	172.16.165.128	1536	199.16.81.167	80	1	GET	www.tadawulfx.com	/	-	Opera/9.23 (Windows NT 5.1; U; ru)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FvHAZy1YT8BjayFrLk	text/html
1317692573.929326	CTVMvNEyiC4wbvpDc	172.16.165.128	1538	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FOYfVq42I7Hn9x1wvd	text/html
1317692573.942010	C9h1VA2skeKstnVGM1	172.16.165.128	1539	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.0.4) Gecko/20060516 SeaMonkey/1.0.2	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FYY8572rwjwgl1aOzd	text/html
1317692573.989570	CKFnbo2C02YRVGqXAf	172.16.165.128	1545	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/education/gold-and-silver-overview.html	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; YPC 3.0.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FGZVxS1hZayn3lEYof	text/html
1317692574.021440	CNdITeoI4djdOw6Kc	172.16.165.128	1547	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/0.4.154.25 Safari/525.19	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	Fbch1H1E7WP83408Hi	text/html
1317692574.023496	C2HRMx2AjsgLq7iNj4	172.16.165.128	1548	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; Nokia 6600/5.27.0; 6936) Opera 8.50 [ru]	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FwzjyY1ocGbrlBcCK4	text/html
1317692574.051582	CBGenZ2GkmOeNCFc74	172.16.165.128	1551	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/trading-accounts/standard-forex-account.html	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705; .NET CLR 1.1.4322; Media Center PC 4.0; .NET CLR 2.0.50727)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FqrrXi3THb9XA91OS9	text/html
1317692574.065828	CJtcLL208e4e7tvVLd	172.16.165.128	1553	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/platforms/mt4-mobile.html	-	Opera/8.51 (Windows NT 5.1; U; en)	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	F5Doq919qGH6ctbAhg	text/html
1317692574.105933	CUYLdsmG9ZbVXld8b	172.16.165.128	1555	199.16.81.167	80	1	GET	www.tadawulfx.com	/public/	-	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.9) Gecko/20050711 Firefox/1.0.5	0	65	200	OK	-	-	-	(empty)	-	-	-	-	-	FUv84j3DFo2G0oF167	text/html
